파일명,평면1_평면도_편차,원1(I) <상>_D_편차,원2(I) <중>_D_편차,원3(I) <하>_D_편차,"원통1(I) <- 원1, 원2, 원3의 측정점 병합_D_편차","원통1(I) <- 원1, 원2, 원3의 측정점 병합_원통도_편차","원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도_편차",점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X_편차,점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y_편차,각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang_편차,직선4 <27° 소재>_Y/X_편차,직선5 <7.5° 소재>_Y/X_편차,점3 <- 직선4와 직선5의 교차점 <소재>_X_편차,직선6 <35.9° 소재>_Y/X_편차,점4 <- 직선6와 직선5의 교차점 <소재>_X_편차,점4 <- 직선6와 직선5의 교차점 <소재>_Y_편차,직선7 <23.1°>_Y/X_편차,직선8 <6°>_Y/X_편차,점5 <- 직선8와 직선7의 교차점_X_편차,점5 <- 직선8와 직선7의 교차점_Y_편차,원4(E) <소재>_X_편차,원4(E) <소재>_Y_편차,원4(E) <소재>_D_편차,원4(E) <소재>_동심도_편차,점6 <- 직선9와 직선10의 교차점 <소재>_X_편차,점6 <- 직선9와 직선10의 교차점 <소재>_Y_편차,점7 <- 직선10와 직선11의 교차점 <소재>_X_편차,점7 <- 직선10와 직선11의 교차점 <소재>_Y_편차,점8 <- 직선13와 직선12의 교차점 <소재>_X_편차,직선14 <23.1° 소재>_Y/X_편차,직선16 <우상 소재>_X/Y_편차,직선18 <좌상 소재>_X/Y_편차,거리1 <- XAXIS[PT]:점9와 점10 <상>_DS_편차,점13 <- 점11와 점12의 중점 <열전관리_상>_X_편차,직선19 <좌하 소재>_X/Y_편차,직선21 <우하 소재>_X/Y_편차,거리2 <- XAXIS[PT]:점14와 점15 <하>_DS_편차,점18 <- 점16와 점17의 중점 <열전관리_하>_X_편차,점19 <상>_Y_편차,점20 <하>_Y_편차,원5(I) <상부>_Y_편차,원5(I) <상부>_D_편차,원6(I) <하부>_Y_편차,원6(I) <하부>_D_편차,거리3 <- XYPLAN[PT]:원5와 원통1_DS_편차,평면2_Z_편차,평면2_평면도_편차,평면2_평행도_편차,"평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z_편차","평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도_편차","평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도_편차",원7(E) <- 원4의 되부름_X_편차,원7(E) <- 원4의 되부름_Y_편차,원7(E) <- 원4의 되부름_D_편차,원7(E) <- 원4의 되부름_동심도_편차,점28 <- 점27의 되부름 <소재 원점>_X_편차,점28 <- 점27의 되부름 <소재 원점>_Y_편차,각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang_편차,점29 <- 점13의 되부름 <소재원점>_X_편차,점29 <- 점13의 되부름 <소재원점>_Y_편차,점30 <- 점18의 되부름 <소재원점>_X_편차,점30 <- 점18의 되부름 <소재원점>_Y_편차,직선25 <- 직선18의 되부름_X/Y_편차,직선26 <- 직선16의 되부름_X/Y_편차,거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS_편차,품질상태
240411_일상검사_야_초_1-4-1_NG,0,-0.006,-0.004,-0.008,-0.006,0,0,0.012,0.001,0.228,0.234,-0.064,-0.207,-0.16,-0.089,0.222,0.176,0.215,-0.135,0.083,-0.052,0.206,-0.401,0,0.024,0.184,0.072,0.144,-0.042,0.079,0.259,-0.28,0.027,-0.068,-0.53,-0.152,-0.019,-0.059,0.04,-0.052,0.107,0.069,0.13,0.066,-0.036,0.365,0,0,0.587,0,0,-0.052,0.206,-0.401,0,0.072,0.007,0.179,0.065,0.091,0.074,0.021,-0.182,0.161,0.027,0
240417_일상검사_주_중_1-3-1_NG,0,-0.003,0.003,0.001,0,0,0,0.009,0.001,0.117,0.28,-0.02,-0.173,-0.157,-0.071,0.259,0.182,0.194,-0.088,0.136,-0.033,0.128,-0.414,0,0.026,0.116,0.062,0.089,-0.028,0.132,0.228,-0.176,0.039,-0.029,-0.509,-0.23,-0.001,-0.007,0.058,-0.016,0.061,0.034,0.085,0.025,-0.028,0.301,0,0,0.508,0,0,-0.033,0.128,-0.414,0,0.053,0.005,0.048,0.054,0.092,0.076,0.05,-0.119,0.171,0.039,0
230312_일상검사_주_초_1-1-1_OK,0,-0.005,0.006,0.008,0.003,0,0,0.057,0.005,0.14,0.129,-0.017,-0.244,-0.004,-0.072,0.253,0.148,0.136,-0.07,0.175,-0.02,0.05,-0.409,0,0.013,0.075,0.034,0.065,-0.01,0.097,0.259,0.076,0.033,0.011,-0.194,0.028,-0.018,0.016,0.063,-0.049,-0.021,0.013,0.006,0.013,0.012,0.336,0,0,0.598,0,0,-0.02,0.05,-0.409,0,0.029,0.003,-0.234,0.05,0.08,0.055,0.003,0.102,0.233,0.033,1
230312_일상검사_주_초_1-2-1_OK,0,0.005,0.013,0.002,0.007,0,0,0.044,0.004,-0.098,0.093,-0.04,-0.238,-0.041,-0.075,0.243,0.075,0.164,-0.117,0.126,0.004,0.118,-0.405,0,0.06,0.121,0.058,0.106,-0.012,0.168,0.312,-0.067,0.011,-0.002,-0.204,-0.09,-0.029,0.005,0.03,-0.065,0.044,0.016,0.07,0.015,0.008,0.314,0,0,0.55,0,0,0.004,0.118,-0.405,0,0.028,0.003,-0.236,0.043,0.078,0.05,0.015,-0.01,0.256,0.011,1
230312_일상검사_주_초_1-3-1_OK,0,0.007,-0.001,-0.006,0,0,0,0.081,0.008,0.15,0.063,-0.015,-0.182,-0.012,-0.05,0.241,0.013,0.172,-0.132,0.126,0.027,0.102,-0.425,0,0.061,0.091,0.081,0.084,0.024,0.11,0.364,0.094,0.003,0.029,-0.54,-0.003,-0.034,0.024,0.019,-0.069,0.01,0.017,0.044,0.014,-0.048,0.324,0,0,0.559,0,0,0.027,0.102,-0.425,0,0.033,0.003,-0.18,0.046,0.066,0.041,0.008,0.146,0.312,0.003,1
230312_일상검사_주_초_1-4-1_OK,0,-0.004,-0.005,-0.004,-0.005,0,0,0.069,0.006,0.095,0.089,-0.04,-0.188,-0.029,-0.057,0.247,0.111,0.173,-0.095,0.129,0.018,0.13,-0.397,0,0.081,0.123,0.077,0.114,0.008,0.143,0.376,0.048,0.01,0.009,-0.272,-0.037,-0.023,0.019,0.023,-0.051,0.084,0.017,0.11,0.014,-0.004,0.323,0,0,0.547,0,0,0.018,0.13,-0.397,0,0.038,0.004,-0.162,0.046,0.075,0.055,0.035,0.112,0.313,0.01,1
230312_일상검사_주_초_1-5-1_OK,0,0.004,0.003,0.003,0.003,0,0,0.089,0.008,-0.003,0.065,-0.032,-0.207,-0.053,-0.038,0.246,0.148,0.162,-0.037,0.138,0.03,0.086,-0.427,0,0.074,0.078,0.084,0.071,0.058,0.115,0.411,0.085,0.004,0.04,-0.213,-0.151,-0.037,0.05,0.017,-0.074,-0.022,0.015,0.003,0.013,-0.015,0.332,0,0,0.558,0,0,0.03,0.086,-0.427,0,0.033,0.003,-0.282,0.048,0.062,0.057,0.002,0.129,0.367,0.004,1
230312_일상검사_주_초_1-6-1_OK,0,0.007,0.002,0.001,0.003,0,0,0.08,0.007,0.152,0.117,-0.039,-0.234,-0.017,-0.056,0.25,0.089,0.144,-0.095,0.152,0.011,0.086,-0.397,0,0.053,0.105,0.065,0.102,0.009,0.086,0.223,-0.057,0.02,0.02,-0.211,-0.022,-0.028,0.025,0.045,-0.066,-0.048,0.016,-0.021,0.006,-0.029,0.333,0,0,0.565,0,0,0.011,0.086,-0.397,0,0.022,0.002,-0.286,0.045,0.086,0.051,0.01,-0.015,0.181,0.02,1
240113_일상검사_야_초_1-1-1_OK,0,0.004,0.007,0.009,0.007,0,0,0.086,0.008,0.218,0.241,-0.006,-0.146,-0.155,-0.01,0.287,0.181,0.223,-0.007,0.191,0.055,0.133,-0.373,0,0.113,0.154,0.144,0.118,0.038,0.173,0.074,-0.376,0.03,0.041,-0.394,-0.27,0.008,0.049,0.053,0.008,0.027,0.057,0.099,0.055,0.005,0.378,0,0,0.655,0,0,0.055,0.133,-0.373,0,0.047,0.004,0.071,0.045,0.107,0.053,0.088,-0.309,0.006,0.03,1
240113_일상검사_야_초_1-2-1_OK,0,0,0.009,0.001,0.003,0,0,0.105,0.01,0.167,0.187,-0.04,-0.147,-0.155,-0.001,0.257,0.178,0.23,0.006,0.159,0.08,0.171,-0.38,0,0.115,0.178,0.168,0.141,0.046,0.179,0.066,-0.307,0.02,0.046,-0.429,-0.26,-0.016,0.039,0.032,-0.034,0.012,0.063,0.078,0.06,-0.014,0.383,0,0,0.648,0,0,0.08,0.171,-0.38,0,0.042,0.004,0.032,0.044,0.109,0.037,0.065,-0.219,-0.022,0.02,1
240113_일상검사_야_초_1-3-1_OK,0,0.006,0.01,0.005,0.007,0,0,0.096,0.009,0.225,0.198,-0.011,-0.138,-0.118,-0.013,0.271,0.162,0.215,-0.009,0.17,0.059,0.139,-0.391,0,0.101,0.151,0.145,0.114,0.05,0.173,0.146,-0.151,0.023,0.044,-0.457,-0.4,-0.003,0.052,0.037,-0.012,0.053,0.065,0.086,0.051,0.005,0.399,0,0,0.643,0,0,0.059,0.139,-0.391,0,0.052,0.005,0.037,0.047,0.096,0.055,0.07,-0.08,0.075,0.023,1
240113_일상검사_야_초_1-4-1_OK,0,0.005,0.009,0.002,0.005,0,0,0.06,0.006,0.206,0.179,-0.05,-0.192,-0.156,-0.039,0.249,0.181,0.235,-0.038,0.145,0.044,0.184,-0.386,0,0.086,0.174,0.121,0.14,0.012,0.193,0.077,-0.333,0.019,0.003,-0.26,-0.329,-0.01,0.009,0.036,-0.024,0.079,0.06,0.108,0.052,-0.024,0.37,0,0,0.609,0,0,0.044,0.184,-0.386,0,0.033,0.003,0.026,0.039,0.105,0.045,0.069,-0.242,-0.014,0.019,1
240113_일상검사_야_초_1-5-1_OK,0,0.004,0.013,0.006,0.008,0,0,0.077,0.007,0.03,0.246,0.026,-0.148,-0.081,-0.022,0.271,0.138,0.171,-0.019,0.195,0.025,0.071,-0.417,0,0.07,0.087,0.125,0.065,0.022,0.12,-0.051,-0.286,0.028,0.054,-0.349,-0.435,0.001,0.047,0.054,-0.008,0.007,0.068,0.041,0.043,-0.014,0.366,0,0,0.607,0,0,0.025,0.071,-0.417,0,0.061,0.006,-0.012,0.06,0.08,0.053,0.046,-0.25,-0.087,0.028,1
240113_일상검사_야_초_2-3-1_OK,0,0.011,0.017,0.015,0.014,0,0,0.099,0.009,0.3,0.245,-0.023,-0.139,-0.227,-0.006,0.273,0.164,0.185,-0.055,0.16,0.017,0.116,-0.397,0,0.058,0.112,0.1,0.12,0.005,0.109,-0.147,-0.056,0.038,0.029,-0.32,-0.732,0.017,0.037,0.036,-0.014,-0.029,0.036,0.002,0.03,0.007,0.378,0,0,0.62,0,0,0.017,0.116,-0.397,0,0.083,0.008,-0.023,0.061,0.082,0.07,0.052,0.003,-0.205,0.038,1
240113_일상검사_주_초_1-2-1_OK,0,0.009,0.009,0.003,0.007,0,0,0.109,0.01,0.322,0.209,-0.042,-0.126,-0.13,-0.011,0.299,0.181,0.221,-0.033,0.16,0.042,0.143,-0.403,0,0.098,0.123,0.136,0.117,0.04,0.122,-0.217,-0.14,0.031,0.044,-0.346,-0.636,0.026,0.057,0.017,0.023,0.057,0.054,0.072,0.058,0.023,0.333,0,0,0.563,0,0,0.042,0.143,-0.403,0,0.092,0.009,-0.082,0.064,0.079,0.077,0.096,-0.069,-0.287,0.031,1
240113_일상검사_주_초_1-3-1_OK,0,0.002,0.014,0.007,0.007,0,0,0.1,0.009,0.387,0.211,-0.031,-0.153,-0.178,-0.031,0.266,0.159,0.184,-0.061,0.143,0,0.129,-0.415,0,0.061,0.117,0.091,0.128,0.021,0.096,-0.315,0.591,0.048,0.034,0.626,-0.712,0.024,0.031,0.029,-0.023,0.037,0.057,0.086,0.049,-0.008,0.337,0,0,0.567,0,0,0,0.129,-0.415,0,0.132,0.012,0.256,0.087,0.078,0.084,0.044,0.653,-0.377,0.048,1
240113_일상검사_주_초_1-5-1_OK,0,0.006,0.009,0,0.005,0,0,0.085,0.008,0.275,0.251,0.032,-0.139,-0.176,-0.036,0.305,0.194,0.164,-0.039,0.2,0.001,0.062,-0.395,0,0.088,0.074,0.093,0.078,0.011,0.04,-0.105,-0.043,0.048,0.034,-0.253,-0.421,0.028,0.035,0.057,0.023,0.012,0.061,0.025,0.042,-0.054,0.326,0,0,0.556,0,0,0.001,0.062,-0.395,0,0.077,0.007,0.03,0.058,0.094,0.059,0.078,-0.021,-0.126,0.048,1
240113_일상검사_주_초_1-6-1_OK,0,0.003,0.008,0.004,0.005,0,0,0.078,0.007,0.275,0.238,-0.015,-0.148,-0.158,-0.026,0.307,0.174,0.173,-0.051,0.195,0.013,0.076,-0.394,0,0.078,0.097,0.094,0.08,-0.007,0.1,-0.111,-0.134,0.046,0.034,-0.3,-0.687,0.034,0.05,0.057,0.041,-0.01,0.059,0.018,0.052,-0.037,0.321,0,0,0.563,0,0,0.013,0.076,-0.394,0,0.095,0.009,0.06,0.054,0.083,0.069,0.08,-0.093,-0.152,0.046,1
240113_일상검사_주_초_2-1-1_OK,0,0.013,0.018,0.013,0.015,0,0,0.09,0.008,0.12,0.215,-0.026,-0.128,-0.134,0.011,0.287,0.169,0.212,0.012,0.196,0.072,0.11,-0.39,0,0.12,0.124,0.171,0.089,0.048,0.171,-0.074,-0.259,0.028,0.059,-0.158,-0.416,0.017,0.092,0.045,0.018,0.031,0.029,0.045,0.003,0.065,0.278,0,0,0.502,0,0,0.072,0.11,-0.39,0,0.1,0.009,0.677,0.038,0.103,0.07,0.103,-0.208,-0.125,0.028,1
240113_일상검사_주_초_2-3-1_OK,0,0.009,0.013,0.003,0.009,0,0,0.094,0.009,0.241,0.237,-0.021,-0.142,-0.112,-0.003,0.28,0.134,0.193,0.014,0.204,0.05,0.089,-0.397,0,0.049,0.098,0.157,0.062,0.007,0.169,0.017,0.097,0.024,0.059,-0.281,-0.249,0.016,0.064,0.039,0.03,0,-0.003,0.027,-0.006,0.016,0.281,0,0,0.519,0,0,0.05,0.089,-0.397,0,0.045,0.004,-0.15,0.05,0.077,0.055,0.087,0.141,-0.026,0.024,1
240113_일상검사_주_초_2-4-1_OK,0,0.009,0.015,0.009,0.011,0,0,0.099,0.009,0.174,0.218,-0.076,-0.164,-0.302,0.034,0.26,0.105,0.226,-0.062,0.151,0.065,0.162,-0.394,0,0.062,0.152,0.209,0.108,0.065,0.205,0.385,-0.075,0.018,0.037,-0.094,-0.255,-0.001,0.057,0.034,-0.017,-0.102,0.005,-0.087,-0.068,0.027,0.273,0,0,0.499,0,0,0.065,0.162,-0.394,0,0.052,0.005,0.01,0.044,0.096,0.064,0.072,0.007,0.302,0.018,1
240113_일상검사_주_초_2-5-1_OK,0,0.013,0.018,0.014,0.015,0,0,0.071,0.007,0.157,0.211,-0.031,-0.152,-0.113,-0.03,0.284,0.189,0.217,-0.023,0.178,0.054,0.141,-0.376,0,0.048,0.153,0.117,0.129,0.03,0.169,0.034,-0.641,0.025,0.029,-0.72,0.188,0.015,0.014,0.042,0.035,-0.019,-0.006,-0.008,0.004,0.057,0.272,0,0,0.508,0,0,0.054,0.141,-0.376,0,0.057,0.005,0.098,0.038,0.097,0.023,0.108,-0.572,-0.035,0.025,1
240115_일상검사_주_초_2-3-1_OK,0,0.012,0.02,0.014,0.016,0,0,0.066,0.006,0.166,0.238,-0.04,-0.149,-0.254,-0.005,0.272,0.337,0.218,0.014,0.164,0.037,0.152,-0.371,0,0.103,0.187,0.126,0.143,-0.012,0.108,0.025,-0.226,0.046,0.015,-0.159,-0.09,0.025,0.03,0.05,0.002,-0.011,0.046,0.013,0.037,0.049,0.337,0,0,0.544,0,0,0.037,0.152,-0.371,0,0.045,0.004,-0.11,0.044,0.107,0.059,0.084,-0.152,-0.05,0.046,1
240115_일상검사_주_초_2-4-1_OK,0,0.006,0.017,0.014,0.012,0,0,0.061,0.006,0.079,0.206,-0.032,-0.15,-0.249,0.001,0.272,0.187,0.213,-0.027,0.169,0.034,0.134,-0.382,0,0.101,0.171,0.127,0.124,-0.022,0.057,-0.126,-0.226,0.052,0.025,-0.269,-0.064,0.023,0.039,0.056,-0.001,-0.005,-0.007,-0.023,0.034,0.066,0.303,0,0,0.531,0,0,0.034,0.134,-0.382,0,0.034,0.003,-0.144,0.049,0.111,0.063,0.073,-0.158,-0.193,0.052,1
240116_일상검사_야_중_1-2-1_OK,0,0.001,0.005,0.002,0.002,0,0,0.115,0.011,0.091,0.242,-0.008,-0.113,-0.156,0.007,0.28,0.143,0.172,-0.036,0.172,0.023,0.088,-0.41,0,0.106,0.084,0.118,0.1,0.024,0.099,-0.249,0.315,0.044,0.068,-0.304,-0.676,0.016,0.057,0.031,-0.008,-0.001,0.016,0.04,0.01,0.058,0.275,0,0,0.515,0,0,0.023,0.088,-0.41,0,0.103,0.01,-0.05,0.083,0.073,0.072,0.048,0.358,-0.292,0.044,1
240116_일상검사_야_중_1-4-1_OK,0,0,0.006,0,0.002,0,0,0.049,0.005,0.148,0.207,-0.027,-0.183,-0.131,-0.049,0.264,0.166,0.222,-0.058,0.163,0.017,0.156,-0.391,0,0.069,0.155,0.114,0.12,0.001,0.125,0.048,-0.373,0.028,-0.003,-0.435,-0.393,0.005,0.013,0.052,0.003,0.07,0.032,0.081,0.027,-0.024,0.331,0,0,0.535,0,0,0.017,0.156,-0.391,0,0.05,0.005,0.052,0.046,0.103,0.062,0.077,-0.298,-0.027,0.028,1
240116_일상검사_야_중_2-1-1_OK,0,-0.002,0.005,-0.001,0.001,0,0,0.097,0.009,0.28,0.239,-0.006,-0.124,-0.178,-0.028,0.292,0.081,0.191,-0.102,0.16,0.015,0.112,-0.405,0,0.058,0.111,0.142,0.107,0.038,0.048,-0.052,-0.132,0.029,0.035,-0.301,-0.64,0.028,0.031,0.024,0.027,0.008,0.019,0.024,0.011,0.048,0.295,0,0,0.534,0,0,0.015,0.112,-0.405,0,0.106,0.01,-0.045,0.068,0.07,0.064,0.082,-0.079,-0.104,0.029,1
240116_일상검사_야_중_2-2-1_OK,0,0,0.004,-0.007,-0.001,0,0,0.08,0.008,0.051,0.233,0.024,-0.126,-0.193,-0.029,0.291,0.146,0.172,-0.055,0.168,0.006,0.093,-0.411,0,0.054,0.093,0.138,0.09,0.023,0.032,-0.205,-0.154,0.037,0.037,-0.23,-0.714,0.021,0.04,0.031,0.005,0.008,0.016,0.026,0.014,0.03,0.298,0,0,0.536,0,0,0.006,0.093,-0.411,0,0.098,0.009,-0.076,0.07,0.072,0.072,0.057,-0.111,-0.248,0.037,1
240116_일상검사_야_초_1-4-1_OK,0,0.002,0.001,-0.005,0,0,0,0.104,0.01,0.218,0.152,-0.028,-0.125,-0.208,-0.003,0.282,0.152,0.192,-0.043,0.163,0.014,0.112,-0.412,0,0.09,0.13,0.115,0.079,0.033,0.107,-0.087,-0.144,0.029,0.043,-0.27,-0.474,0.024,0.037,0.022,0.02,0.069,0.034,0.106,0.032,-0.011,0.281,0,0,0.526,0,0,0.014,0.112,-0.412,0,0.11,0.01,-0.042,0.076,0.071,0.07,0.076,-0.093,-0.138,0.029,1
240116_일상검사_야_초_1-5-1_OK,0,-0.001,0.005,0,0.001,0,0,0.099,0.009,0.114,0.245,0.002,-0.12,-0.19,-0.002,0.271,0.117,0.154,-0.053,0.168,0.001,0.075,-0.421,0,0.046,0.083,0.098,0.092,0.019,0.07,-0.255,-0.066,0.036,0.055,-0.243,-0.732,0.014,0.043,0.032,-0.011,0,0.029,0.041,0.04,-0.01,0.277,0,0,0.527,0,0,0.001,0.075,-0.421,0,0.11,0.01,-0.035,0.085,0.068,0.073,0.037,-0.032,-0.288,0.036,1
240116_일상검사_야_초_1-6-1_OK,0,-0.001,0.004,0.002,0.001,0,0,0.08,0.008,-0.017,0.225,0.035,-0.117,-0.181,-0.023,0.299,0.202,0.17,-0.025,0.186,0.007,0.074,-0.404,0,0.05,0.085,0.097,0.09,0.027,0.085,-0.225,0.157,0.044,0.048,-0.21,-0.767,0.028,0.059,0.04,0.014,-0.021,0.028,0.018,0.02,-0.013,0.316,0,0,0.568,0,0,0.007,0.074,-0.404,0,0.097,0.009,-0.023,0.072,0.076,0.083,0.062,0.19,-0.258,0.044,1
240116_일상검사_야_초_2-1-1_OK,0,0,0.003,0.001,0.001,0,0,0.102,0.01,0.173,0.289,-0.026,-0.115,-0.2,-0.002,0.273,0.146,0.181,-0.043,0.162,0.015,0.104,-0.411,0,0.071,0.106,0.115,0.113,0.019,0.091,-0.158,-0.065,0.033,0.045,-0.372,-0.604,0.012,0.039,0.027,-0.011,0.004,0.014,0.033,0.006,0.041,0.365,0,0,0.616,0,0,0.015,0.104,-0.411,0,0.11,0.01,0.097,0.074,0.078,0.068,0.053,-0.018,-0.205,0.033,1
240116_일상검사_야_초_2-2-1_OK,0,0.001,0.003,0.001,0.002,0,0,0.108,0.01,0.179,0.234,-0.021,-0.143,-0.167,-0.008,0.274,0.128,0.168,-0.051,0.166,0.007,0.087,-0.417,0,0.045,0.092,0.107,0.1,0.012,0.115,-0.097,0.078,0.038,0.044,-0.279,-0.621,0.01,0.045,0.035,-0.012,-0.036,0.012,-0.02,0.014,0.027,0.346,0,0,0.592,0,0,0.007,0.087,-0.417,0,0.081,0.008,-0.095,0.073,0.087,0.074,0.052,0.11,-0.129,0.038,1
240117_일상검사_야_중_1-1-1_OK,0,0.006,0.005,0.004,0.005,0,0,0.053,0.005,0.004,0.228,-0.009,-0.171,-0.121,-0.036,0.267,0.159,0.208,-0.034,0.179,0.037,0.121,-0.397,0,0.078,0.13,0.135,0.094,0.007,0.117,-0.09,-0.29,0.025,0.028,-0.383,-0.349,0,0.025,0.049,0.005,0.058,0.028,0.055,0.031,0.059,0.354,0,0,0.588,0,0,0.037,0.121,-0.397,0,0.037,0.003,-0.026,0.044,0.096,0.04,0.075,-0.231,-0.148,0.025,1
240117_일상검사_야_중_1-2-1_OK,0,0.002,0.005,0.002,0.003,0,0,0.077,0.007,0.144,0.239,-0.044,-0.131,-0.259,0.02,0.281,0.187,0.21,-0.014,0.178,0.042,0.121,-0.389,0,0.11,0.155,0.149,0.114,0.002,0.103,-0.084,-0.247,0.047,0.046,-0.142,-0.159,0.031,0.05,0.052,0.019,0.033,0.039,0.053,0.042,0.02,0.338,0,0,0.573,0,0,0.042,0.121,-0.389,0,0.057,0.005,-0.171,0.058,0.097,0.061,0.085,-0.185,-0.145,0.047,1
240117_일상검사_야_초_1-4-1_OK,0,0.008,0.01,0.005,0.008,0,0,0.101,0.009,0.254,0.239,-0.038,-0.134,-0.203,-0.005,0.277,0.146,0.19,-0.063,0.157,0.026,0.128,-0.394,0,0.059,0.125,0.113,0.124,0.025,0.088,-0.279,-0.31,0.039,0.031,-0.319,-0.474,0.019,0.033,0.027,0,0.019,0.034,0.051,0.028,-0.044,0.351,0,0,0.595,0,0,0.026,0.128,-0.394,0,0.093,0.009,-0.007,0.061,0.083,0.062,0.072,-0.249,-0.34,0.039,1
240117_일상검사_야_초_1-5-1_OK,0,0,0.007,0,0.002,0,0,0.063,0.006,0.152,0.241,-0.01,-0.154,-0.176,-0.022,0.305,0.129,0.155,-0.073,0.204,-0.009,0.049,-0.405,0,0.096,0.053,0.08,0.068,0.002,0.083,-0.2,-0.063,0.044,0.034,-0.276,-0.734,0.046,0.054,0.054,0.074,0.019,0.032,0.066,0.026,-0.031,0.353,0,0,0.603,0,0,-0.009,0.049,-0.405,0,0.099,0.009,-0.088,0.062,0.065,0.082,0.098,-0.043,-0.221,0.044,1
240118_일상검사_야_중_2-3-1_OK,0,0.002,0.007,0.002,0.004,0,0,0.092,0.009,0.321,0.248,-0.022,-0.142,-0.183,-0.016,0.288,0.15,0.189,-0.061,0.176,0.001,0.103,-0.409,0,0.059,0.1,0.104,0.094,0.005,0.092,-0.348,0.018,0.047,0.04,-0.329,-0.714,0.027,0.037,0.045,0.018,-0.002,0.013,0.023,0.015,-0.023,0.304,0,0,0.538,0,0,0.001,0.103,-0.409,0,0.102,0.009,0.006,0.081,0.085,0.078,0.071,0.067,-0.398,0.047,1
240118_일상검사_야_중_2-5-1_OK,0,-0.001,0.006,0,0.002,0,0,0.091,0.008,0.329,0.242,-0.028,-0.154,-0.204,-0.016,0.289,0.207,0.197,-0.038,0.181,0.001,0.105,-0.409,0,0.055,0.099,0.128,0.095,0.005,0.102,-0.384,0.14,0.05,0.041,-0.37,-0.696,0.027,0.034,0.046,0.018,-0.001,0.014,0.024,0.014,-0.024,0.304,0,0,0.538,0,0,0.001,0.105,-0.409,0,0.101,0.009,-0.016,0.084,0.084,0.076,0.07,0.192,-0.436,0.05,1
240118_일상검사_야_초_1-6-1_OK,0,0.007,0.007,0.001,0.005,0,0,0.089,0.008,0.206,0.234,0.005,-0.145,-0.139,-0.014,0.295,0.097,0.151,-0.058,0.205,-0.009,0.03,-0.421,0,0.03,0.05,0.092,0.053,0.012,0.153,-0.348,-0.099,0.049,0.054,-0.196,-0.632,0.033,0.06,0.054,0.036,-0.021,0.021,0.027,0.022,-0.048,0.28,0,0,0.535,0,0,-0.009,0.03,-0.421,0,0.103,0.01,-0.052,0.075,0.069,0.081,0.062,-0.086,-0.361,0.049,1
240118_일상검사_주_중_2-5-1_NG,0,-0.017,-0.013,-0.015,-0.015,0,0,0.071,0.007,-0.306,0.207,-0.015,-0.128,-0.091,0.012,0.271,0.292,0.197,0.094,0.213,0.061,0.103,-0.394,0,0.122,0.12,0.162,0.089,0.05,0.143,-0.081,-0.202,0.025,0.059,-0.321,-0.323,0.002,0.075,0.035,-0.008,-0.013,0.02,-0.003,0.027,0.017,0.332,0,0,0.564,0,0,0.061,0.103,-0.394,0,0.041,0.004,-0.162,0.045,0.087,0.061,0.071,-0.153,-0.13,0.025,1
240119_일상검사_야_중_1-3-1_OK,0,0.002,0.008,0.004,0.005,0,0,0.074,0.007,0.126,0.189,-0.025,-0.142,-0.139,-0.033,0.277,0.195,0.237,-0.014,0.15,0.062,0.178,-0.397,0,0.109,0.156,0.161,0.116,0.036,0.198,-0.018,-0.258,0.01,0.028,-0.417,-0.403,0,0.043,0.02,0.006,0.032,0.064,0.055,0.046,-0.002,0.273,0,0,0.517,0,0,0.062,0.178,-0.397,0,0.046,0.004,0.009,0.045,0.088,0.059,0.095,-0.17,-0.107,0.01,1
240119_일상검사_야_중_1-4-1_OK,0,0.004,0.01,0.007,0.007,0,0,0.1,0.009,0.048,0.213,-0.033,-0.128,-0.152,0.007,0.254,0.167,0.213,-0.001,0.156,0.066,0.147,-0.402,0,0.116,0.144,0.153,0.108,0.041,0.177,-0.024,-0.237,0.013,0.047,-0.446,-0.458,-0.016,0.065,0.023,-0.036,0.081,0.055,0.112,0.05,-0.026,0.28,0,0,0.514,0,0,0.066,0.147,-0.402,0,0.044,0.004,-0.015,0.047,0.089,0.065,0.057,-0.163,-0.098,0.013,1
